items,date,order_id,order_accepted,order_refused_reason,calories,price
"['lemonade', 'vegan combo']",2022-10-08,28568,True,,545,12
['sweet potatoes'],2022-10-08,28569,True,,230,3
"['cheese burger', 'veggie combo']",2022-10-08,28570,True,,1450,17
['lemonade'],2022-10-08,28571,True,,90,2
"['hamburger', 'salad', 'vegan combo']",2022-10-08,28572,True,,1070,19
"['iced tea', 'vegan combo', 'cheesy combo']",2022-10-08,28573,True,,1595,23
"['lemonade', 'hamburger', 'cheesy combo']",2022-10-08,28574,True,,1760,18
"['salad', 'cheese burger', 'hamburger']",2022-10-08,28575,True,,1365,16
"['iced tea', 'cheesy combo', 'cheesy combo']",2022-10-08,28576,False,Total calories exceeds 2000,2210,24
"['sweet potatoes', 'vegan burger', 'veggie burger']",2022-10-08,28577,True,,980,15
"['veggie burger', 'lemonade', 'sweet potatoes', 'vegan combo']",2022-10-08,28578,True,,1175,21
"['vegan burger', 'vegan combo']",2022-10-08,28579,True,,805,16
"['veggie combo', 'veggie combo']",2022-10-08,28580,True,,1400,20
"['vegan combo', 'vegan combo']",2022-10-08,28581,True,,910,20
"['sweet potatoes', 'veggie combo', 'vegan combo']",2022-10-08,28582,True,,1385,23
"['salad', 'vegan burger']",2022-10-08,28583,True,,365,10
['salad'],2022-10-08,28584,True,,15,4
"['veggie combo', 'veggie combo']",2022-10-08,28585,True,,1400,20
"['cheese burger', 'vegan burger', 'lemonade']",2022-10-08,28586,True,,1190,15
['iced tea'],2022-10-08,28587,True,,70,2
"['cheesy combo', 'cheesy combo']",2022-10-08,28588,False,Total calories exceeds 2000,2140,22
"['lemonade', 'veggie burger', 'vegan burger', 'veggie combo']",2022-10-08,28589,True,,1540,24
"['veggie burger', 'vegan burger', 'iced tea', 'vegan combo']",2022-10-09,28590,True,,1275,24
"['hamburger', 'vegan combo']",2022-10-09,28591,True,,1055,15
"['lemonade', 'lemonade']",2022-10-09,28592,True,,180,4
"['vegan burger', 'hamburger']",2022-10-09,28593,True,,950,11
"['veggie burger', 'vegan combo', 'veggie combo']",2022-10-09,28594,True,,1555,26
"['iced tea', 'cheesy combo', 'vegan combo']",2022-10-09,28595,True,,1595,23
"['iced tea', 'vegan burger']",2022-10-09,28596,True,,420,8
"['hamburger', 'salad', 'salad', 'cheesy combo']",2022-10-09,28597,True,,1700,24
"['hamburger', 'salad', 'cheesy combo']",2022-10-09,28598,True,,1685,20
"['salad', 'sweet potatoes', 'veggie burger']",2022-10-09,28599,True,,645,13
"['salad', 'vegan combo', 'veggie combo']",2022-10-09,28600,True,,1170,24
"['veggie burger', 'cheese burger', 'lemonade']",2022-10-09,28601,True,,1240,15
"['sweet potatoes', 'vegan combo']",2022-10-09,28602,True,,685,13
"['cheesy combo', 'vegan combo']",2022-10-09,28603,True,,1525,21
"['veggie combo', 'veggie combo']",2022-10-09,28604,True,,1400,20
"['hamburger', 'vegan burger', 'vegan combo']",2022-10-09,28605,True,,1405,21
"['sweet potatoes', 'sweet potatoes']",2022-10-09,28606,True,,460,6
"['sweet potatoes', 'salad', 'cheesy combo']",2022-10-09,28607,True,,1315,18
"['veggie burger', 'lemonade']",2022-10-09,28608,True,,490,8
"['vegan combo', 'vegan combo']",2022-10-09,28609,True,,910,20
['veggie burger'],2022-10-09,28610,True,,400,6
"['lemonade', 'veggie burger']",2022-10-09,28611,True,,490,8
"['veggie burger', 'vegan combo', 'cheesy combo']",2022-10-09,28612,True,,1925,27
['lemonade'],2022-10-09,28613,True,,90,2
['lemonade'],2022-10-09,28614,True,,90,2
"['cheese burger', 'vegan combo']",2022-10-09,28615,True,,1205,17
"['lemonade', 'cheesy combo', 'vegan combo']",2022-10-09,28616,True,,1615,23
"['hamburger', 'salad', 'hamburger', 'cheesy combo']",2022-10-09,28617,False,Total calories exceeds 2000,2285,25
"['salad', 'iced tea', 'sweet potatoes']",2022-10-09,28618,True,,315,9
"['salad', 'veggie combo', 'vegan combo']",2022-10-09,28619,True,,1170,24
"['sweet potatoes', 'hamburger', 'vegan burger', 'vegan combo']",2022-10-09,28620,True,,1635,24
"['iced tea', 'cheesy combo']",2022-10-09,28621,True,,1140,13
"['sweet potatoes', 'iced tea']",2022-10-09,28622,True,,300,5
"['sweet potatoes', 'veggie combo']",2022-10-09,28623,True,,930,13
"['salad', 'cheese burger', 'cheesy combo']",2022-10-09,28624,True,,1835,22
"['salad', 'salad', 'salad']",2022-10-09,28625,True,,45,12
"['veggie burger', 'vegan combo', 'cheesy combo']",2022-10-09,28626,True,,1925,27
"['salad', 'sweet potatoes', 'cheesy combo']",2022-10-09,28627,True,,1315,18
"['salad', 'cheesy combo', 'veggie combo']",2022-10-09,28628,True,,1785,25
"['sweet potatoes', 'vegan combo']",2022-10-09,28629,True,,685,13
"['cheesy combo', 'cheesy combo']",2022-10-09,28630,False,Total calories exceeds 2000,2140,22
"['veggie burger', 'lemonade', 'veggie burger', 'veggie combo']",2022-10-09,28631,True,,1590,24
"['vegan combo', 'vegan combo']",2022-10-09,28632,True,,910,20
"['veggie burger', 'salad', 'vegan combo']",2022-10-09,28633,True,,870,20
"['cheese burger', 'vegan combo', 'veggie combo']",2022-10-09,28634,True,,1905,27
['sweet potatoes'],2022-10-09,28635,True,,230,3
"['veggie combo', 'cheesy combo']",2022-10-09,28636,True,,1770,21
"['iced tea', 'iced tea']",2022-10-09,28637,True,,140,4
"['lemonade', 'hamburger']",2022-10-09,28638,True,,690,7
"['lemonade', 'hamburger', 'iced tea']",2022-10-09,28639,True,,760,9
"['salad', 'iced tea', 'vegan burger']",2022-10-09,28640,True,,435,12
"['salad', 'cheese burger']",2022-10-09,28641,True,,765,11
"['vegan combo', 'cheesy combo']",2022-10-09,28642,True,,1525,21
"['veggie burger', 'veggie combo', 'vegan combo']",2022-10-09,28643,True,,1555,26
"['vegan combo', 'vegan combo']",2022-10-09,28644,True,,910,20
"['salad', 'vegan combo', 'veggie combo']",2022-10-09,28645,True,,1170,24
"['hamburger', 'veggie combo']",2022-10-09,28646,True,,1300,15
"['cheese burger', 'veggie combo']",2022-10-09,28647,True,,1450,17
"['vegan burger', 'hamburger']",2022-10-09,28648,True,,950,11
"['vegan burger', 'veggie combo', 'vegan combo']",2022-10-09,28649,True,,1505,26
"['veggie combo', 'vegan combo']",2022-10-09,28650,True,,1155,20
"['vegan combo', 'veggie combo']",2022-10-09,28651,True,,1155,20
['salad'],2022-10-09,28652,True,,15,4
"['vegan burger', 'iced tea', 'salad', 'vegan combo']",2022-10-09,28653,True,,890,22
"['veggie burger', 'cheesy combo']",2022-10-09,28654,True,,1470,17
"['veggie burger', 'vegan combo', 'vegan combo']",2022-10-09,28655,True,,1310,26
"['vegan burger', 'vegan combo', 'cheesy combo']",2022-10-09,28656,True,,1875,27
"['iced tea', 'iced tea', 'vegan combo']",2022-10-09,28657,True,,595,14
"['vegan burger', 'veggie burger', 'vegan combo']",2022-10-09,28658,True,,1205,22
"['veggie combo', 'veggie combo']",2022-10-09,28659,True,,1400,20
"['veggie burger', 'cheese burger']",2022-10-09,28660,True,,1150,13
"['vegan burger', 'lemonade', 'veggie combo']",2022-10-09,28661,True,,1140,18
['lemonade'],2022-10-09,28662,True,,90,2
['iced tea'],2022-10-09,28663,True,,70,2
['hamburger'],2022-10-09,28664,True,,600,5
"['veggie burger', 'vegan burger', 'iced tea']",2022-10-09,28665,True,,820,14
['lemonade'],2022-10-09,28666,True,,90,2
['sweet potatoes'],2022-10-09,28667,True,,230,3
['sweet potatoes'],2022-10-09,28668,True,,230,3
"['cheese burger', 'vegan burger', 'veggie combo']",2022-10-09,28669,True,,1800,23
"['iced tea', 'sweet potatoes', 'lemonade']",2022-10-09,28670,True,,390,7
"['lemonade', 'vegan burger']",2022-10-09,28671,True,,440,8
"['vegan combo', 'vegan combo']",2022-10-09,28672,True,,910,20
"['sweet potatoes', 'veggie burger']",2022-10-09,28673,True,,630,9
"['sweet potatoes', 'salad', 'hamburger']",2022-10-09,28674,True,,845,12
"['iced tea', 'vegan combo', 'veggie combo']",2022-10-09,28675,True,,1225,22
['hamburger'],2022-10-09,28676,True,,600,5
"['sweet potatoes', 'vegan combo', 'cheesy combo']",2022-10-09,28677,True,,1755,24
"['cheese burger', 'cheesy combo', 'vegan combo']",2022-10-09,28678,False,Total calories exceeds 2000,2275,28
['sweet potatoes'],2022-10-09,28679,True,,230,3
['hamburger'],2022-10-09,28680,True,,600,5
"['veggie burger', 'cheese burger']",2022-10-09,28681,True,,1150,13
"['sweet potatoes', 'cheesy combo']",2022-10-09,28682,True,,1300,14
"['veggie combo', 'veggie combo']",2022-10-09,28683,True,,1400,20
"['cheese burger', 'veggie combo']",2022-10-09,28684,True,,1450,17
"['vegan burger', 'cheese burger']",2022-10-09,28685,True,,1100,13
"['vegan burger', 'vegan burger', 'vegan burger', 'cheesy combo']",2022-10-09,28686,False,Total calories exceeds 2000,2120,29
"['veggie burger', 'cheese burger', 'cheesy combo']",2022-10-09,28687,False,Total calories exceeds 2000,2220,24
"['veggie burger', 'sweet potatoes', 'cheesy combo']",2022-10-09,28688,True,,1700,20
"['veggie burger', 'veggie combo']",2022-10-09,28689,True,,1100,16
"['iced tea', 'veggie combo', 'veggie combo']",2022-10-09,28690,True,,1470,22
"['cheese burger', 'cheesy combo', 'veggie combo']",2022-10-09,28691,False,Total calories exceeds 2000,2520,28
"['iced tea', 'cheesy combo', 'cheesy combo']",2022-10-09,28692,False,Total calories exceeds 2000,2210,24
"['cheesy combo', 'vegan combo']",2022-10-09,28693,True,,1525,21
"['iced tea', 'cheesy combo']",2022-10-09,28694,True,,1140,13
['veggie burger'],2022-10-09,28695,True,,400,6
"['salad', 'veggie burger', 'cheesy combo']",2022-10-09,28696,True,,1485,21
"['cheesy combo', 'veggie combo']",2022-10-09,28697,True,,1770,21
"['veggie combo', 'vegan combo']",2022-10-09,28698,True,,1155,20
"['lemonade', 'vegan combo', 'cheesy combo']",2022-10-09,28699,True,,1615,23
"['cheese burger', 'hamburger', 'salad']",2022-10-09,28700,True,,1365,16
"['iced tea', 'veggie burger', 'cheesy combo']",2022-10-09,28701,True,,1540,19
"['hamburger', 'cheesy combo', 'cheesy combo']",2022-10-09,28702,False,Total calories exceeds 2000,2740,27
"['veggie burger', 'veggie burger', 'iced tea']",2022-10-09,28703,True,,870,14
"['sweet potatoes', 'cheese burger', 'cheese burger', 'veggie combo']",2022-10-09,28704,False,Total calories exceeds 2000,2430,27
"['cheese burger', 'sweet potatoes', 'salad', 'vegan combo']",2022-10-09,28705,True,,1450,24
"['veggie burger', 'veggie burger', 'vegan combo']",2022-10-09,28706,True,,1255,22
"['lemonade', 'salad', 'iced tea']",2022-10-09,28707,True,,175,8
"['veggie combo', 'vegan combo']",2022-10-09,28708,True,,1155,20
"['lemonade', 'hamburger', 'vegan combo']",2022-10-09,28709,True,,1145,17
"['iced tea', 'sweet potatoes', 'cheese burger', 'cheesy combo']",2022-10-09,28710,False,Total calories exceeds 2000,2120,23
"['cheese burger', 'veggie burger', 'vegan burger']",2022-10-09,28711,True,,1500,19
"['cheese burger', 'salad', 'veggie burger', 'veggie combo']",2022-10-09,28712,True,,1865,27
"['vegan burger', 'veggie combo', 'veggie combo']",2022-10-10,28713,True,,1750,26
"['iced tea', 'sweet potatoes', 'iced tea']",2022-10-10,28714,True,,370,7
"['veggie burger', 'salad', 'veggie combo']",2022-10-10,28715,True,,1115,20
"['salad', 'veggie combo']",2022-10-10,28716,True,,715,14
"['lemonade', 'lemonade', 'lemonade']",2022-10-10,28717,True,,270,6
['hamburger'],2022-10-10,28718,True,,600,5
"['sweet potatoes', 'cheesy combo', 'cheesy combo']",2022-10-10,28719,False,Total calories exceeds 2000,2370,25
"['salad', 'cheesy combo']",2022-10-10,28720,True,,1085,15
"['veggie combo', 'vegan combo']",2022-10-10,28721,True,,1155,20
"['iced tea', 'hamburger', 'salad']",2022-10-10,28722,True,,685,11
"['veggie combo', 'veggie combo']",2022-10-10,28723,True,,1400,20
"['vegan combo', 'veggie combo']",2022-10-10,28724,True,,1155,20
"['veggie burger', 'vegan combo']",2022-10-10,28725,True,,855,16
"['vegan combo', 'vegan combo']",2022-10-10,28726,True,,910,20
"['lemonade', 'salad']",2022-10-10,28727,True,,105,6
"['cheese burger', 'vegan burger', 'hamburger']",2022-10-10,28728,True,,1700,18
"['vegan combo', 'vegan combo']",2022-10-10,28729,True,,910,20
"['lemonade', 'veggie burger', 'vegan combo']",2022-10-10,28730,True,,945,18
"['cheesy combo', 'veggie combo']",2022-10-10,28731,True,,1770,21
"['salad', 'hamburger']",2022-10-10,28732,True,,615,9
"['hamburger', 'veggie burger', 'hamburger']",2022-10-10,28733,True,,1600,16
"['vegan combo', 'cheesy combo']",2022-10-10,28734,True,,1525,21
"['sweet potatoes', 'hamburger']",2022-10-10,28735,True,,830,8
"['veggie burger', 'veggie burger', 'vegan burger']",2022-10-10,28736,True,,1150,18
"['lemonade', 'veggie burger', 'salad']",2022-10-10,28737,True,,505,12
"['cheese burger', 'sweet potatoes', 'vegan combo']",2022-10-10,28738,True,,1435,20
"['veggie burger', 'vegan combo', 'veggie combo']",2022-10-10,28739,True,,1555,26
['veggie burger'],2022-10-10,28740,True,,400,6
"['lemonade', 'veggie combo']",2022-10-10,28741,True,,790,12
"['cheese burger', 'cheese burger']",2022-10-10,28742,True,,1500,14
"['cheesy combo', 'veggie combo']",2022-10-10,28743,True,,1770,21
['vegan burger'],2022-10-10,28744,True,,350,6
"['iced tea', 'sweet potatoes', 'veggie combo']",2022-10-10,28745,True,,1000,15
"['veggie burger', 'vegan burger']",2022-10-10,28746,True,,750,12
"['lemonade', 'vegan combo']",2022-10-10,28747,True,,545,12
"['vegan combo', 'veggie combo']",2022-10-10,28748,True,,1155,20
"['iced tea', 'hamburger', 'veggie burger']",2022-10-10,28749,True,,1070,13
"['veggie combo', 'vegan combo']",2022-10-10,28750,True,,1155,20
"['hamburger', 'vegan combo', 'cheesy combo']",2022-10-10,28751,False,Total calories exceeds 2000,2125,26
"['cheese burger', 'iced tea', 'salad', 'cheesy combo']",2022-10-10,28752,True,,1905,24
"['cheesy combo', 'vegan combo']",2022-10-10,28753,True,,1525,21
['salad'],2022-10-10,28754,True,,15,4
"['veggie combo', 'veggie combo']",2022-10-10,28755,True,,1400,20
"['veggie combo', 'vegan combo']",2022-10-10,28756,True,,1155,20
"['salad', 'vegan combo']",2022-10-10,28757,True,,470,14
['vegan burger'],2022-10-10,28758,True,,350,6
"['salad', 'veggie combo']",2022-10-10,28759,True,,715,14
"['veggie burger', 'hamburger', 'cheese burger']",2022-10-10,28760,True,,1750,18
"['sweet potatoes', 'vegan burger', 'veggie burger']",2022-10-10,28761,True,,980,15
"['vegan burger', 'vegan burger']",2022-10-10,28762,True,,700,12
"['cheese burger', 'veggie combo']",2022-10-10,28763,True,,1450,17
"['iced tea', 'vegan burger', 'lemonade', 'veggie combo']",2022-10-10,28764,True,,1210,20
"['iced tea', 'cheese burger', 'iced tea', 'veggie combo']",2022-10-10,28765,True,,1590,21
"['veggie burger', 'vegan combo', 'veggie combo']",2022-10-10,28766,True,,1555,26
"['iced tea', 'cheesy combo', 'veggie combo']",2022-10-10,28767,True,,1840,23
"['iced tea', 'hamburger', 'sweet potatoes']",2022-10-10,28768,True,,900,10
"['veggie combo', 'vegan combo']",2022-10-10,28769,True,,1155,20
"['iced tea', 'lemonade', 'vegan combo']",2022-10-10,28770,True,,615,14
"['lemonade', 'vegan combo', 'vegan combo']",2022-10-10,28771,True,,1000,22
"['lemonade', 'cheesy combo', 'cheesy combo']",2022-10-10,28772,False,Total calories exceeds 2000,2230,24
"['iced tea', 'vegan burger']",2022-10-10,28773,True,,420,8
"['cheese burger', 'veggie combo']",2022-10-10,28774,True,,1450,17
"['cheesy combo', 'vegan combo']",2022-10-10,28775,True,,1525,21
"['iced tea', 'cheesy combo']",2022-10-10,28776,True,,1140,13
"['cheesy combo', 'veggie combo']",2022-10-10,28777,True,,1770,21
"['veggie burger', 'hamburger', 'cheesy combo']",2022-10-10,28778,False,Total calories exceeds 2000,2070,22
"['salad', 'cheesy combo', 'veggie combo']",2022-10-10,28779,True,,1785,25
"['veggie burger', 'veggie burger', 'salad', 'cheesy combo']",2022-10-10,28780,True,,1885,27
['sweet potatoes'],2022-10-10,28781,True,,230,3
"['hamburger', 'iced tea']",2022-10-10,28782,True,,670,7
['salad'],2022-10-10,28783,True,,15,4
"['lemonade', 'cheesy combo']",2022-10-10,28784,True,,1160,13
"['cheese burger', 'vegan combo', 'vegan combo']",2022-10-10,28785,True,,1660,27
['veggie burger'],2022-10-10,28786,True,,400,6
"['vegan burger', 'vegan burger', 'veggie combo']",2022-10-10,28787,True,,1400,22
"['salad', 'veggie burger', 'iced tea']",2022-10-10,28788,True,,485,12
"['vegan burger', 'veggie combo']",2022-10-10,28789,True,,1050,16
"['cheese burger', 'iced tea', 'hamburger']",2022-10-10,28790,True,,1420,14
['veggie burger'],2022-10-10,28791,True,,400,6
"['veggie burger', 'vegan combo', 'vegan combo']",2022-10-10,28792,True,,1310,26
"['sweet potatoes', 'salad', 'vegan combo']",2022-10-10,28793,True,,700,17
"['hamburger', 'vegan combo', 'cheesy combo']",2022-10-10,28794,False,Total calories exceeds 2000,2125,26
"['veggie combo', 'vegan combo']",2022-10-10,28795,True,,1155,20
"['lemonade', 'vegan combo', 'veggie combo']",2022-10-10,28796,True,,1245,22
"['sweet potatoes', 'lemonade', 'sweet potatoes', 'cheesy combo']",2022-10-10,28797,True,,1620,19
"['cheesy combo', 'veggie combo']",2022-10-10,28798,True,,1770,21
"['veggie burger', 'cheesy combo']",2022-10-10,28799,True,,1470,17
"['sweet potatoes', 'cheesy combo']",2022-10-10,28800,True,,1300,14
"['lemonade', 'hamburger', 'veggie combo']",2022-10-10,28801,True,,1390,17
"['veggie combo', 'cheesy combo']",2022-10-10,28802,True,,1770,21
"['lemonade', 'cheesy combo', 'vegan combo']",2022-10-10,28803,True,,1615,23
"['veggie combo', 'cheesy combo']",2022-10-10,28804,True,,1770,21
"['vegan burger', 'lemonade', 'hamburger']",2022-10-10,28805,True,,1040,13
"['iced tea', 'vegan burger', 'vegan combo']",2022-10-10,28806,True,,875,18
"['vegan burger', 'veggie burger', 'cheesy combo']",2022-10-10,28807,True,,1820,23
"['salad', 'cheese burger', 'vegan combo']",2022-10-10,28808,True,,1220,21
"['salad', 'veggie combo', 'cheesy combo']",2022-10-10,28809,True,,1785,25
"['lemonade', 'vegan combo', 'veggie combo']",2022-10-11,28810,True,,1245,22
"['sweet potatoes', 'vegan combo', 'cheesy combo']",2022-10-11,28811,True,,1755,24
"['salad', 'vegan combo']",2022-10-11,28812,True,,470,14
"['vegan burger', 'vegan burger']",2022-10-11,28813,True,,700,12
"['hamburger', 'iced tea']",2022-10-11,28814,True,,670,7
"['sweet potatoes', 'veggie combo', 'veggie combo']",2022-10-11,28815,True,,1630,23
"['vegan burger', 'veggie burger', 'salad', 'vegan combo']",2022-10-11,28816,True,,1220,26
"['hamburger', 'salad', 'vegan burger']",2022-10-11,28817,True,,965,15
"['salad', 'sweet potatoes']",2022-10-11,28818,True,,245,7
"['hamburger', 'veggie burger', 'salad', 'veggie combo']",2022-10-11,28819,True,,1715,25
"['lemonade', 'salad', 'cheese burger']",2022-10-11,28820,True,,855,13
"['vegan combo', 'veggie combo']",2022-10-11,28821,True,,1155,20
['iced tea'],2022-10-11,28822,True,,70,2
"['vegan combo', 'vegan combo']",2022-10-11,28823,True,,910,20
['salad'],2022-10-11,28824,True,,15,4
"['cheesy combo', 'veggie combo']",2022-10-11,28825,True,,1770,21
"['salad', 'vegan burger']",2022-10-11,28826,True,,365,10
['vegan burger'],2022-10-11,28827,True,,350,6
"['cheese burger', 'sweet potatoes', 'lemonade', 'veggie combo']",2022-10-11,28828,True,,1770,22
"['hamburger', 'hamburger']",2022-10-11,28829,True,,1200,10
"['sweet potatoes', 'vegan combo']",2022-10-11,28830,True,,685,13
"['cheese burger', 'sweet potatoes']",2022-10-11,28831,True,,980,10
"['salad', 'vegan burger', 'hamburger', 'vegan combo']",2022-10-11,28832,True,,1420,25
"['vegan burger', 'lemonade', 'vegan combo']",2022-10-11,28833,True,,895,18
"['sweet potatoes', 'vegan burger', 'hamburger']",2022-10-11,28834,True,,1180,14
"['vegan burger', 'veggie combo', 'vegan combo']",2022-10-11,28835,True,,1505,26
['salad'],2022-10-11,28836,True,,15,4
"['salad', 'cheese burger', 'vegan burger', 'vegan combo']",2022-10-11,28837,True,,1570,27
"['hamburger', 'salad', 'cheesy combo']",2022-10-11,28838,True,,1685,20
"['sweet potatoes', 'cheese burger']",2022-10-11,28839,True,,980,10
['vegan burger'],2022-10-11,28840,True,,350,6
"['lemonade', 'vegan burger', 'iced tea', 'veggie combo']",2022-10-11,28841,True,,1210,20
"['salad', 'cheesy combo']",2022-10-11,28842,True,,1085,15
"['vegan burger', 'vegan burger', 'sweet potatoes']",2022-10-11,28843,True,,930,15
"['vegan combo', 'veggie combo']",2022-10-11,28844,True,,1155,20
"['lemonade', 'cheesy combo', 'vegan combo']",2022-10-11,28845,True,,1615,23
"['veggie burger', 'sweet potatoes']",2022-10-11,28846,True,,630,9
['hamburger'],2022-10-11,28847,True,,600,5
"['hamburger', 'salad', 'salad']",2022-10-11,28848,True,,630,13
"['vegan burger', 'cheesy combo']",2022-10-11,28849,True,,1420,17
"['vegan combo', 'vegan combo']",2022-10-11,28850,True,,910,20
"['lemonade', 'veggie combo', 'veggie combo']",2022-10-11,28851,True,,1490,22
"['vegan burger', 'salad']",2022-10-11,28852,True,,365,10
"['veggie combo', 'cheesy combo']",2022-10-11,28853,True,,1770,21
['hamburger'],2022-10-11,28854,True,,600,5
"['sweet potatoes', 'sweet potatoes']",2022-10-11,28855,True,,460,6
"['salad', 'salad', 'sweet potatoes', 'cheesy combo']",2022-10-11,28856,True,,1330,22
"['veggie burger', 'veggie combo', 'vegan combo']",2022-10-11,28857,True,,1555,26
"['lemonade', 'salad', 'veggie burger']",2022-10-11,28858,True,,505,12
['cheese burger'],2022-10-11,28859,True,,750,7
"['lemonade', 'salad', 'veggie burger']",2022-10-11,28860,True,,505,12
"['veggie burger', 'salad']",2022-10-11,28861,True,,415,10
"['hamburger', 'lemonade', 'salad', 'vegan combo']",2022-10-11,28862,True,,1160,21
"['cheesy combo', 'cheesy combo']",2022-10-12,28863,False,Total calories exceeds 2000,2140,22
"['veggie burger', 'vegan combo']",2022-10-12,28864,True,,855,16
"['vegan burger', 'vegan combo', 'veggie combo']",2022-10-12,28865,True,,1505,26
"['vegan combo', 'cheesy combo']",2022-10-12,28866,True,,1525,21
"['iced tea', 'veggie combo', 'cheesy combo']",2022-10-12,28867,True,,1840,23
"['vegan burger', 'vegan combo', 'cheesy combo']",2022-10-12,28868,True,,1875,27
"['veggie burger', 'iced tea', 'vegan burger', 'cheesy combo']",2022-10-12,28869,True,,1890,25
"['hamburger', 'iced tea']",2022-10-12,28870,True,,670,7
"['iced tea', 'veggie combo']",2022-10-12,28871,True,,770,12
"['iced tea', 'lemonade', 'veggie combo']",2022-10-12,28872,True,,860,14
"['cheese burger', 'sweet potatoes', 'cheese burger', 'veggie combo']",2022-10-12,28873,False,Total calories exceeds 2000,2430,27
"['cheesy combo', 'cheesy combo']",2022-10-12,28874,False,Total calories exceeds 2000,2140,22
['cheese burger'],2022-10-12,28875,True,,750,7
['lemonade'],2022-10-12,28876,True,,90,2
"['veggie burger', 'hamburger', 'cheese burger']",2022-10-12,28877,True,,1750,18
"['sweet potatoes', 'cheese burger', 'iced tea', 'veggie combo']",2022-10-12,28878,True,,1750,22
"['sweet potatoes', 'cheese burger', 'veggie combo']",2022-10-12,28879,True,,1680,20
"['hamburger', 'lemonade', 'vegan combo']",2022-10-12,28880,True,,1145,17
"['veggie combo', 'veggie combo']",2022-10-12,28881,True,,1400,20
"['iced tea', 'veggie combo', 'veggie combo']",2022-10-12,28882,True,,1470,22
"['vegan burger', 'veggie burger', 'lemonade']",2022-10-12,28883,True,,840,14
"['lemonade', 'vegan combo', 'veggie combo']",2022-10-12,28884,True,,1245,22
"['salad', 'veggie burger', 'vegan burger']",2022-10-12,28885,True,,765,16
"['vegan burger', 'veggie burger', 'lemonade', 'veggie combo']",2022-10-12,28886,True,,1540,24
"['lemonade', 'vegan combo']",2022-10-12,28887,True,,545,12
"['lemonade', 'lemonade', 'cheesy combo']",2022-10-12,28888,True,,1250,15
"['sweet potatoes', 'veggie combo']",2022-10-12,28889,True,,930,13
"['hamburger', 'lemonade', 'veggie combo']",2022-10-12,28890,True,,1390,17
"['hamburger', 'salad', 'vegan combo']",2022-10-12,28891,True,,1070,19
"['cheesy combo', 'veggie combo']",2022-10-12,28892,True,,1770,21
"['sweet potatoes', 'lemonade']",2022-10-12,28893,True,,320,5
"['veggie burger', 'iced tea', 'iced tea']",2022-10-12,28894,True,,540,10
"['cheese burger', 'hamburger', 'veggie burger', 'cheesy combo']",2022-10-12,28895,False,Total calories exceeds 2000,2820,29
"['iced tea', 'iced tea']",2022-10-12,28896,True,,140,4
"['salad', 'iced tea', 'sweet potatoes', 'vegan combo']",2022-10-12,28897,True,,770,19
"['veggie burger', 'cheesy combo', 'veggie combo']",2022-10-12,28898,False,Total calories exceeds 2000,2170,27
['lemonade'],2022-10-12,28899,True,,90,2
"['vegan combo', 'cheesy combo']",2022-10-12,28900,True,,1525,21
"['sweet potatoes', 'cheese burger', 'cheesy combo']",2022-10-12,28901,False,Total calories exceeds 2000,2050,21
"['sweet potatoes', 'cheesy combo']",2022-10-12,28902,True,,1300,14
"['cheesy combo', 'veggie combo']",2022-10-12,28903,True,,1770,21
"['veggie burger', 'cheesy combo']",2022-10-12,28904,True,,1470,17
"['cheese burger', 'lemonade']",2022-10-12,28905,True,,840,9
"['cheese burger', 'vegan combo', 'veggie combo']",2022-10-12,28906,True,,1905,27
"['hamburger', 'veggie combo', 'cheesy combo']",2022-10-12,28907,False,Total calories exceeds 2000,2370,26
"['lemonade', 'cheesy combo', 'vegan combo']",2022-10-12,28908,True,,1615,23
"['veggie burger', 'veggie combo', 'vegan combo']",2022-10-12,28909,True,,1555,26
"['hamburger', 'vegan burger', 'hamburger', 'cheesy combo']",2022-10-12,28910,False,Total calories exceeds 2000,2620,27
"['iced tea', 'sweet potatoes', 'salad']",2022-10-12,28911,True,,315,9
"['hamburger', 'veggie combo', 'vegan combo']",2022-10-12,28912,True,,1755,25
"['hamburger', 'hamburger']",2022-10-12,28913,True,,1200,10
"['sweet potatoes', 'cheese burger', 'cheesy combo']",2022-10-12,28914,False,Total calories exceeds 2000,2050,21
"['cheesy combo', 'vegan combo']",2022-10-12,28915,True,,1525,21
['veggie burger'],2022-10-12,28916,True,,400,6
"['vegan burger', 'veggie burger', 'iced tea']",2022-10-12,28917,True,,820,14
"['cheesy combo', 'vegan combo']",2022-10-12,28918,True,,1525,21
"['hamburger', 'iced tea', 'cheese burger', 'cheesy combo']",2022-10-12,28919,False,Total calories exceeds 2000,2490,25
['cheese burger'],2022-10-12,28920,True,,750,7
"['lemonade', 'iced tea']",2022-10-12,28921,True,,160,4
"['salad', 'cheesy combo', 'vegan combo']",2022-10-12,28922,True,,1540,25
"['iced tea', 'cheese burger', 'cheesy combo']",2022-10-12,28923,True,,1890,20
"['salad', 'salad', 'salad', 'cheesy combo']",2022-10-12,28924,True,,1115,23
"['cheese burger', 'veggie combo']",2022-10-12,28925,True,,1450,17
"['hamburger', 'cheesy combo']",2022-10-12,28926,True,,1670,16
"['vegan burger', 'cheesy combo', 'veggie combo']",2022-10-12,28927,False,Total calories exceeds 2000,2120,27
"['cheese burger', 'cheesy combo']",2022-10-12,28928,True,,1820,18
